order_date,store_id,canonical_product_id,canonical_product_name,canonical_category,canonical_subcategory,canonical_brand,product_system,product_reconciliation_status,product_reconciled_flag,order_count,order_line_count,units_sold,net_sales,average_discount_pct,discounted_order_line_count,average_net_unit_price
2026-07-12,S003,P1014,SwitchbackRover Wide Trail Shoes 213,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,3,614.01,0.0,0,204.67
2026-07-12,S003,P1016,PeakNomad XL Cooler 215,patio,cooler,TrailForge,legacy,legacy_original,True,1,1,2,1077.96,15.0,1,538.98
2026-07-12,S003,P1018,RidgeRover Trail Tumbler 217,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,2,245.38,20.0,1,122.69
2026-07-12,S003,P1020,StormNomad Approach Trail Shoes 219,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,1,1,1,211.48,0.0,0,211.48
2026-07-12,S003,P1026,VistaRover Mid Trail Shoes 225,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,1,1,1,130.4,0.0,0,130.4
2026-07-12,S003,P1027,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,3,276.09,0.0,0,92.03
2026-07-12,S003,P1029,FieldRunner Storm Kit Battery Pack 228,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,1,1,3,321.12,15.0,1,107.04
2026-07-12,S003,P1031,MoonRambler Stormproof Jacket 230,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,1,164.85,5.0,1,164.85
2026-07-12,S003,P1035,CreekRambler Rechargeable Flashlight 234,emergency,flashlight,Creekline,legacy,legacy_original,True,1,1,1,125.57,15.0,1,125.57
2026-07-12,S003,P1046,SwitchbackRover Weekend Patio Heater 245,patio,patio heater,Summit Finch,legacy,legacy_original,True,1,1,3,560.22,20.0,1,186.74
2026-07-12,S003,P1067,CreekRambler Alpine Jacket 266,outerwear,rain shell,Creekline,legacy,legacy_original,True,1,1,2,427.16,20.0,1,213.58
2026-07-12,S003,P1071,HearthRambler Expedition Flashlight 270,emergency,flashlight,Switchback Supply,legacy,legacy_original,True,1,1,3,429.9,0.0,0,143.3
2026-07-12,S004,P1007,HearthRambler Stormproof Jacket 206,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,3,286.68,15.0,1,95.56
2026-07-12,S004,P1011,BoulderRambler Rechargeable Flashlight 210,emergency,flashlight,Creekline,legacy,legacy_original,True,1,1,2,212.92,20.0,1,106.46
2026-07-12,S004,P1012,CloudNomad 32oz Tumbler 211,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,1,123.66,0.0,0,123.66
2026-07-12,S004,P1014,SwitchbackRover Wide Trail Shoes 213,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,4,654.96,20.0,1,163.74
2026-07-12,S004,P1020,StormNomad Approach Trail Shoes 219,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,1,1,2,380.66,10.0,1,190.33
2026-07-12,S004,P1021,EmberRunner Basecamp Tent 220,camping,tent,Blue Ridge Works,legacy,legacy_original,True,1,1,1,73.74,0.0,0,73.74
2026-07-12,S004,P1032,PeakNomad Waterproof Trail Shoes 231,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,1,155.26,20.0,1,155.26
2026-07-12,S004,P1042,VistaRover Trail Tumbler 241,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,3,293.88,15.0,1,97.96
2026-07-12,S004,P1043,BoulderRambler Alpine Jacket 242,outerwear,rain shell,Creekline,legacy,legacy_original,True,1,1,3,686.85,5.0,1,228.95
2026-07-12,S004,P1050,RidgeRover Mid Trail Shoes 249,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,1,1,1,75.31,0.0,0,75.31
2026-07-12,S004,P1057,PineRunner 4P Tent 256,camping,tent,Rocky Top Outfitters,legacy,legacy_original,True,1,1,1,369.15,10.0,1,369.15
2026-07-12,S004,P1061,FieldRunner Packable Jacket 260,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,2,295.68,0.0,0,147.84
2026-07-12,S005,P1003,CreekRambler 2P Camp Chair 202,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,2,897.96,0.0,0,448.98
2026-07-12,S005,P1004,StormNomad Compact Cooler 203,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,1,104.41,5.0,1,104.41
2026-07-12,S005,P1009,PineRunner 4P Tent 208,camping,tent,Rocky Top Outfitters,legacy,legacy_original,True,1,1,3,328.5,5.0,1,109.5
2026-07-12,S005,P1010,VistaRover Deluxe Patio Heater 209,patio,patio heater,Highland Ember,legacy,legacy_original,True,1,1,3,1657.29,0.0,0,552.43
2026-07-12,S005,P1011,BoulderRambler Rechargeable Flashlight 210,emergency,flashlight,Creekline,legacy,legacy_original,True,1,1,2,239.52,10.0,1,119.76
2026-07-12,S005,P1028,CloudNomad Compact Cooler 227,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,1,518.02,20.0,1,518.02
2026-07-12,S005,P1033,SummitRunner 4P Tent 232,camping,tent,Rocky Top Outfitters,legacy,legacy_original,True,1,1,1,189.46,0.0,0,189.46
2026-07-12,S005,P1034,RidgeRover Deluxe Patio Heater 233,patio,patio heater,Highland Ember,legacy,legacy_original,True,1,1,2,287.06,15.0,1,143.53
2026-07-12,S005,P1039,HearthRambler Ultralight Camp Chair 238,camping,camp chair,Switchback Supply,legacy,legacy_original,True,1,1,1,312.66,15.0,1,312.66
2026-07-12,S005,P1042,VistaRover Trail Tumbler 241,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,1,92.2,20.0,1,92.2
2026-07-12,S005,P1043,BoulderRambler Alpine Jacket 242,outerwear,rain shell,Creekline,legacy,legacy_original,True,1,1,4,964.0,0.0,0,241.0
2026-07-12,S005,P1045,FieldRunner Basecamp Tent 244,camping,tent,Blue Ridge Works,legacy,legacy_original,True,1,1,2,627.14,10.0,1,313.57
2026-07-12,S005,P1048,PeakNomad Travel Tumbler 247,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,4,238.96,15.0,1,59.74
2026-07-12,S005,P1051,CreekRambler 2P Camp Chair 250,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,2,678.64,20.0,1,339.32
2026-07-12,S005,P1054,TrailRover 20oz Tumbler 253,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,2,113.08,20.0,1,56.54
2026-07-12,S005,P1063,MoonRambler Ultralight Camp Chair 262,camping,camp chair,Switchback Supply,legacy,legacy_original,True,1,1,1,79.92,0.0,0,79.92
2026-07-12,S005,P1065,SummitRunner Mini Battery Pack 264,emergency,battery pack,Rocky Top Outfitters,legacy,legacy_original,True,1,1,2,180.58,20.0,1,90.29
2026-07-12,S005,P1074,VistaRover Mid Trail Shoes 273,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,1,1,1,172.53,10.0,1,172.53
2026-07-12,S005,P1078,SwitchbackRover 20oz Tumbler 277,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,1,146.35,0.0,0,146.35
2026-07-12,S006,P1016,PeakNomad XL Cooler 215,patio,cooler,TrailForge,legacy,legacy_original,True,1,1,1,634.09,0.0,0,634.09
2026-07-12,S006,P1031,MoonRambler Stormproof Jacket 230,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,2,312.36,10.0,1,156.18
2026-07-12,S006,P1037,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,1,91.75,0.0,0,91.75
2026-07-12,S006,P1038,TrailRover Wide Trail Shoes 237,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,1,167.35,15.0,1,167.35
2026-07-12,S006,P1041,PineRunner Mini Battery Pack 240,emergency,battery pack,Rocky Top Outfitters,legacy,legacy_original,True,1,1,2,109.2,0.0,0,54.6
2026-07-12,S006,P1048,PeakNomad Travel Tumbler 247,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,3,179.22,15.0,1,59.74
2026-07-12,S006,P1050,RidgeRover Mid Trail Shoes 249,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,1,1,1,71.54,5.0,1,71.54
2026-07-12,S006,P1062,SwitchbackRover Wide Trail Shoes 261,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,2,273.1,20.0,1,136.55
2026-07-12,S006,P1065,SummitRunner Mini Battery Pack 264,emergency,battery pack,Rocky Top Outfitters,legacy,legacy_original,True,1,1,1,112.86,0.0,0,112.86
2026-07-12,S006,P1075,BoulderRambler 2P Camp Chair 274,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,3,495.66,0.0,0,165.22
2026-07-12,S007,P1006,TrailRover 20oz Tumbler 205,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,4,223.64,0.0,0,55.91
2026-07-12,S007,P1008,CanyonNomad Waterproof Trail Shoes 207,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,2,315.9,10.0,1,157.95
2026-07-12,S007,P1026,VistaRover Mid Trail Shoes 225,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,1,1,2,260.8,0.0,0,130.4
2026-07-12,S007,P1032,PeakNomad Waterproof Trail Shoes 231,footwear,trail shoes,TrailForge,legacy,legacy_original,True,2,2,4,679.29,10.0,2,169.82
2026-07-12,S007,P1036,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,2,315.44,0.0,0,157.72
2026-07-12,S007,P1039,HearthRambler Ultralight Camp Chair 238,camping,camp chair,Switchback Supply,legacy,legacy_original,True,1,1,1,312.66,15.0,1,312.66
2026-07-12,S007,P1040,CanyonNomad XL Cooler 239,patio,cooler,TrailForge,legacy,legacy_original,True,1,1,3,326.43,0.0,0,108.81
2026-07-12,S007,P1048,PeakNomad Travel Tumbler 247,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,1,59.74,15.0,1,59.74
2026-07-12,S007,P1069,EmberRunner Basecamp Tent 268,camping,tent,Blue Ridge Works,legacy,legacy_original,True,1,1,1,256.36,0.0,0,256.36
2026-07-12,S007,P1072,CanyonNomad Travel Tumbler 271,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,1,114.15,15.0,1,114.15
2026-07-12,S007,P1080,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,1,143.0,0.0,0,143.0
2026-07-12,S008,P1007,HearthRambler Stormproof Jacket 206,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,2,224.84,0.0,0,112.42
2026-07-12,S008,P1018,RidgeRover Trail Tumbler 217,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,2,260.72,15.0,1,130.36
2026-07-12,S008,P1033,SummitRunner 4P Tent 232,camping,tent,Rocky Top Outfitters,legacy,legacy_original,True,1,1,2,378.92,0.0,0,189.46
2026-07-12,S008,P1037,EmberRunner Packable Jacket 236,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,3,261.48,5.0,1,87.16
2026-07-12,S008,P1038,TrailRover Wide Trail Shoes 237,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,2,393.76,0.0,0,196.88
2026-07-12,S008,P1042,VistaRover Trail Tumbler 241,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,4,391.84,15.0,1,97.96
2026-07-12,S008,P1044,CloudNomad Approach Trail Shoes 243,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,1,1,2,321.72,15.0,1,160.86
2026-07-12,S008,P1060,CloudNomad 32oz Tumbler 259,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,3,393.69,15.0,1,131.23
2026-07-12,S008,P1063,MoonRambler Ultralight Camp Chair 262,camping,camp chair,Switchback Supply,legacy,legacy_original,True,1,1,1,75.92,5.0,1,75.92
2026-07-12,S008,P1068,StormNomad Approach Trail Shoes 267,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,1,1,4,291.32,10.0,1,72.83
2026-07-12,S008,P1071,HearthRambler Expedition Flashlight 270,emergency,flashlight,Switchback Supply,legacy,legacy_original,True,1,1,2,286.6,0.0,0,143.3
2026-07-14,S001,P1003,CreekRambler 2P Camp Chair 202,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,1,381.63,15.0,1,381.63
2026-07-14,S001,P1007,HearthRambler Stormproof Jacket 206,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,1,106.8,5.0,1,106.8
2026-07-14,S001,P1012,CloudNomad 32oz Tumbler 211,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,1,105.11,15.0,1,105.11
2026-07-14,S001,P1019,CreekRambler Alpine Jacket 218,outerwear,rain shell,Creekline,legacy,legacy_original,True,1,1,1,178.99,0.0,0,178.99
2026-07-14,S001,P1027,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,1,92.03,0.0,0,92.03
2026-07-14,S001,P1036,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,2,299.66,5.0,1,149.83
2026-07-14,S001,P1042,VistaRover Trail Tumbler 241,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,4,414.92,10.0,1,103.73
2026-07-14,S001,P1044,CloudNomad Approach Trail Shoes 243,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,2,2,3,539.37,5.0,2,179.79
2026-07-14,S001,P1048,PeakNomad Travel Tumbler 247,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,3,179.22,15.0,1,59.74
2026-07-14,S001,P1051,CreekRambler 2P Camp Chair 250,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,1,381.74,10.0,1,381.74
2026-07-14,S001,P1052,StormNomad Compact Cooler 251,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,4,1400.08,10.0,1,350.02
2026-07-14,S001,P1056,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,2,273.62,5.0,1,136.81
2026-07-14,S001,P1060,CloudNomad 32oz Tumbler 259,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,4,617.56,0.0,0,154.39
2026-07-14,S001,P1066,RidgeRover Trail Tumbler 265,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,2,178.3,15.0,1,89.15
2026-07-14,S001,P1074,VistaRover Mid Trail Shoes 273,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,1,1,2,383.4,0.0,0,191.7
2026-07-14,S002,P1003,CreekRambler 2P Camp Chair 202,camping,camp chair,Creekline,legacy,legacy_original,True,1,1,1,448.98,0.0,0,448.98
2026-07-14,S002,P1008,CanyonNomad Waterproof Trail Shoes 207,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,2,298.34,15.0,1,149.17
2026-07-14,S002,P1009,PineRunner 4P Tent 208,camping,tent,Rocky Top Outfitters,legacy,legacy_original,True,1,1,1,97.97,15.0,1,97.97
2026-07-14,S002,P1010,VistaRover Deluxe Patio Heater 209,patio,patio heater,Highland Ember,legacy,legacy_original,True,1,1,1,552.43,0.0,0,552.43
2026-07-14,S002,P1013,FieldRunner Packable Jacket 212,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,1,97.39,0.0,0,97.39
2026-07-14,S002,P1020,StormNomad Approach Trail Shoes 219,footwear,trail shoes,Moss & Mile,legacy,legacy_original,True,1,1,1,169.18,20.0,1,169.18
2026-07-14,S002,P1022,TrailRover Weekend Patio Heater 221,patio,patio heater,Summit Finch,legacy,legacy_original,True,1,1,2,621.94,20.0,1,310.97
2026-07-14,S002,P1029,FieldRunner Storm Kit Battery Pack 228,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,1,1,2,251.86,0.0,0,125.93
2026-07-14,S002,P1034,RidgeRover Deluxe Patio Heater 233,patio,patio heater,Highland Ember,legacy,legacy_original,True,1,1,2,337.72,0.0,0,168.86
2026-07-14,S002,P1036,StormNomad 32oz Tumbler 235,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,4,630.88,0.0,0,157.72
2026-07-14,S002,P1039,HearthRambler Ultralight Camp Chair 238,camping,camp chair,Switchback Supply,legacy,legacy_original,True,1,1,4,1324.24,10.0,1,331.06
2026-07-14,S002,P1045,FieldRunner Basecamp Tent 244,camping,tent,Blue Ridge Works,legacy,legacy_original,True,1,1,1,296.15,15.0,1,296.15
2026-07-14,S002,P1047,MoonRambler Expedition Flashlight 246,emergency,flashlight,Switchback Supply,legacy,legacy_original,True,2,2,3,162.16,7.5,1,54.05
2026-07-14,S002,P1049,SummitRunner Lightweight Jacket 248,outerwear,rain shell,Rocky Top Outfitters,legacy,legacy_original,True,1,1,1,177.61,20.0,1,177.61
2026-07-14,S002,P1053,EmberRunner Storm Kit Battery Pack 252,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,1,1,2,217.06,0.0,0,108.53
2026-07-14,S002,P1076,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,1,617.47,10.0,1,617.47
2026-07-14,S003,P1002,RidgeRover Mid Trail Shoes 201,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,1,1,1,203.43,0.0,0,203.43
2026-07-14,S003,P1026,VistaRover Mid Trail Shoes 225,footwear,trail shoes,Highland Ember,legacy,legacy_original,True,2,2,3,391.2,0.0,0,130.4
2026-07-14,S003,P1031,MoonRambler Stormproof Jacket 230,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,1,164.85,5.0,1,164.85
2026-07-14,S003,P1038,TrailRover Wide Trail Shoes 237,footwear,trail shoes,Summit Finch,legacy,legacy_original,True,1,1,3,531.57,10.0,1,177.19
2026-07-14,S003,P1042,VistaRover Trail Tumbler 241,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,2,230.5,0.0,0,115.25
2026-07-14,S003,P1045,FieldRunner Basecamp Tent 244,camping,tent,Blue Ridge Works,legacy,legacy_original,True,1,1,4,1393.64,0.0,0,348.41
2026-07-14,S003,P1052,StormNomad Compact Cooler 251,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,1,369.46,5.0,1,369.46
2026-07-14,S003,P1053,EmberRunner Storm Kit Battery Pack 252,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,1,1,2,217.06,0.0,0,108.53
2026-07-14,S003,P1060,CloudNomad 32oz Tumbler 259,hydration,insulated tumbler,Moss & Mile,legacy,legacy_original,True,1,1,1,138.95,10.0,1,138.95
2026-07-14,S003,P1063,MoonRambler Ultralight Camp Chair 262,camping,camp chair,Switchback Supply,legacy,legacy_original,True,1,1,3,239.76,0.0,0,79.92
2026-07-14,S003,P1064,PeakNomad XL Cooler 263,patio,cooler,TrailForge,legacy,legacy_original,True,1,1,1,614.45,0.0,0,614.45
2026-07-14,S003,P1076,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,1,617.47,10.0,1,617.47
2026-07-14,S003,P1078,SwitchbackRover 20oz Tumbler 277,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,1,146.35,0.0,0,146.35
2026-07-14,S003,P1079,MoonRambler Stormproof Jacket 278,outerwear,rain shell,Switchback Supply,legacy,legacy_original,True,1,1,3,653.34,15.0,1,217.78
2026-07-14,S003,P1080,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,1,121.55,15.0,1,121.55
2026-07-14,S004,P1013,FieldRunner Packable Jacket 212,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,1,1,4,389.56,0.0,0,97.39
2026-07-14,S004,P1018,RidgeRover Trail Tumbler 217,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,1,122.69,20.0,1,122.69
2026-07-14,S004,P1024,CanyonNomad Travel Tumbler 223,hydration,insulated tumbler,TrailForge,legacy,legacy_original,True,1,1,4,362.36,0.0,0,90.59
2026-07-14,S004,P1027,BoulderRambler 2P Camp Chair 226,camping,camp chair,Creekline,legacy,legacy_original,True,2,2,2,165.65,10.0,1,82.82
2026-07-14,S004,P1029,FieldRunner Storm Kit Battery Pack 228,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,1,1,2,251.86,0.0,0,125.93
2026-07-14,S004,P1030,SwitchbackRover 20oz Tumbler 229,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,1,126.26,0.0,0,126.26
2026-07-14,S004,P1033,SummitRunner 4P Tent 232,camping,tent,Rocky Top Outfitters,legacy,legacy_original,True,1,1,1,151.57,20.0,1,151.57
2026-07-14,S004,P1046,SwitchbackRover Weekend Patio Heater 245,patio,patio heater,Summit Finch,legacy,legacy_original,True,2,2,3,653.58,5.0,1,217.86
2026-07-14,S004,P1053,EmberRunner Storm Kit Battery Pack 252,emergency,battery pack,Blue Ridge Works,legacy,legacy_original,True,1,1,1,86.82,20.0,1,86.82
2026-07-14,S004,P1056,CanyonNomad Waterproof Trail Shoes 255,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,4,460.84,20.0,1,115.21
2026-07-14,S004,P1057,PineRunner 4P Tent 256,camping,tent,Rocky Top Outfitters,legacy,legacy_original,True,1,1,1,389.66,5.0,1,389.66
2026-07-14,S004,P1058,VistaRover Deluxe Patio Heater 257,patio,patio heater,Highland Ember,legacy,legacy_original,True,1,1,3,632.61,20.0,1,210.87
2026-07-14,S004,P1059,BoulderRambler Rechargeable Flashlight 258,emergency,flashlight,Creekline,legacy,legacy_original,True,1,1,3,300.66,5.0,1,100.22
2026-07-14,S004,P1061,FieldRunner Packable Jacket 260,outerwear,rain shell,Blue Ridge Works,legacy,legacy_original,True,2,2,4,517.44,12.5,2,129.36
2026-07-14,S004,P1066,RidgeRover Trail Tumbler 265,hydration,insulated tumbler,Highland Ember,legacy,legacy_original,True,1,1,1,104.88,0.0,0,104.88
2026-07-14,S004,P1067,CreekRambler Alpine Jacket 266,outerwear,rain shell,Creekline,legacy,legacy_original,True,1,1,1,266.98,0.0,0,266.98
2026-07-14,S004,P1070,TrailRover Weekend Patio Heater 269,patio,patio heater,Summit Finch,legacy,legacy_original,True,1,1,2,364.54,10.0,1,182.27
2026-07-14,S004,P1073,PineRunner Lightweight Jacket 272,outerwear,rain shell,Rocky Top Outfitters,legacy,legacy_original,True,1,1,3,338.37,10.0,1,112.79
2026-07-14,S004,P1076,CloudNomad Compact Cooler 275,patio,cooler,Moss & Mile,legacy,legacy_original,True,1,1,2,1372.16,0.0,0,686.08
2026-07-14,S004,P1078,SwitchbackRover 20oz Tumbler 277,hydration,insulated tumbler,Summit Finch,legacy,legacy_original,True,1,1,1,117.08,20.0,1,117.08
2026-07-14,S004,P1080,PeakNomad Waterproof Trail Shoes 279,footwear,trail shoes,TrailForge,legacy,legacy_original,True,1,1,1,114.4,20.0,1,114.4
2026-07-14,S005,P1003,CreekRambler 2P Camp Chair 202,camping,camp chair,Creekline,legacy,legacy_original,True,2,2,3,1257.14,10.0,1,419.05
